식품명,1회제공량,에너지(Kcal),단백질(g),탄수화물(g),지질(g),총당류(g),나트륨(mg),식품코드
"목이버섯, 말린것(자연건조)",100.0,183.0,14.1,72.78,1.99,1.67,157.0,R001313
"목이버섯, 흰백목이, 생것",100.0,28.0,1.2,11.58,0.55,0.18,7.0,R001314
"목이버섯, 흰백목이, 데친것",100.0,18.0,1.02,7.01,0.43,0.1,4.0,R001315
"밤버섯, 생것",100.0,17.0,2.9,3.5,0.9,0.0,0.0,R001316
"버들송이버섯, 생것",100.0,20.0,4.2,5.5,0.1,0.0,7.0,R001317
"버들송이버섯, 갓, 말린것",100.0,191.0,23.3,61.6,4.7,0.0,0.0,R001318
"버들송이버섯, 줄기, 말린것",100.0,183.0,14.3,71.1,2.7,0.0,0.0,R001319
"뽕나무버섯, 야생, 갓, 말린것",100.0,195.0,27.7,54.4,6.9,0.0,5.0,R001320
"뽕나무버섯, 야생, 줄기, 말린것",100.0,180.0,15.8,72.2,0.9,0.0,4.0,R001321
"뽕나무버섯, 재배, 갓, 말린것",100.0,192.0,24.4,58.6,5.7,0.0,5.0,R001322
"뽕나무버섯, 재배, 줄기, 말린것",100.0,182.0,12.8,76.6,0.6,0.0,3.0,R001323
"상황버섯, 말린것",100.0,179.0,4.4,84.58,0.27,0.0,33.0,R001324
"상황버섯, 추출",100.0,3.0,0.07,0.56,0.01,0.12,1.0,R001325
"석이버섯, 말린것",100.0,165.0,11.75,68.47,0.96,0.33,6.0,R001326
"송이버섯, 생것",100.0,21.0,2.05,8.12,0.15,0.31,1.0,R001327
"송이버섯, 데친것",100.0,22.0,2.15,8.51,0.24,1.22,1.0,R001328
"싸리버섯, 생것",100.0,20.0,2.8,5.7,0.6,0.0,0.0,R001329
"싸리버섯, 말린것",100.0,179.0,19.9,58.9,4.8,0.0,57.0,R001330
"아위버섯, 생것",100.0,26.0,3.53,8.56,0.4,0.59,6.0,R001331
"아위버섯, 데친것",100.0,27.0,3.62,8.69,0.43,0.01,5.0,R001332
"애느타리버섯, 생것",100.0,16.0,4.2,3.5,0.1,0.0,7.0,R001333
"양송이버섯, 생것",100.0,15.0,3.12,3.89,0.23,0.77,5.0,R001334
"양송이버섯, 데친것",100.0,15.0,3.15,3.63,0.26,0.89,5.0,R001335
"양송이버섯, 말린것(자연건조)",100.0,166.0,40.82,34.09,3.52,0.52,72.0,R001336
"양송이버섯, 가루",100.0,176.0,33.39,46.49,3.57,1.93,65.0,R001337
"양송이버섯, 통조림",100.0,17.0,3.75,3.87,0.41,0.0,377.0,R001338
"양송이버섯, 갈색양송이, 생것",100.0,15.0,3.73,3.24,0.2,0.59,5.0,R001339
"양송이버섯, 갈색양송이, 데친것",100.0,14.0,2.94,3.5,0.31,0.37,4.0,R001340
"영지버섯, 말린것",100.0,187.0,9.41,81.03,1.4,0.0,2.0,R001341
"영지버섯, 추출",100.0,0.0,0.07,0.03,0.01,0.0,1.0,R001342
"잎새버섯, 생것",100.0,13.0,2.2,3.29,0.5,0.14,1.0,R001343
"잎새버섯, 데친것",100.0,16.0,2.26,4.46,0.57,0.0,0.0,R001344
"큰느타리버섯(새송이버섯), 생것",100.0,20.0,2.92,6.54,0.23,0.25,6.0,R001345
"큰느타리버섯(새송이버섯), 데친것",100.0,21.0,3.14,6.48,0.33,0.03,5.0,R001346
"큰느타리버섯(새송이버섯), 말린것",100.0,179.0,25.05,59.81,2.07,4.88,42.0,R001347
"큰느타리버섯(새송이버섯), 말린것(자연건조)",100.0,171.0,26.23,54.68,2.09,4.69,45.0,R001348
"큰느타리버섯(새송이버섯), 가루",100.0,184.0,25.09,61.4,2.51,0.0,34.0,R001349
"팽이버섯, 생것",100.0,21.0,2.41,7.0,0.51,0.54,3.0,R001350
"팽이버섯, 데친것",100.0,20.0,2.6,6.43,0.39,0.06,2.0,R001351
"팽이버섯, 갈뫼, 생것",100.0,18.0,2.0,6.9,0.0,0.0,13.0,R001352
"팽이버섯, 백로, 생것",100.0,22.0,2.6,8.4,0.1,0.0,14.0,R001353
"팽이버섯, 야생, 생것",100.0,18.0,1.4,6.1,0.7,0.0,1.0,R001354
"팽이버섯, 갈색팽이, 생것",100.0,21.0,3.06,6.13,0.6,0.65,5.0,R001355
"팽이버섯, 갈색팽이, 데친것",100.0,21.0,3.01,6.59,0.37,0.18,3.0,R001356
"포타벨라, 생것",100.0,16.0,3.3,4.6,0.1,0.0,10.0,R001357
"표고버섯, 배지재배, 생것",100.0,31.0,3.9,10.84,0.38,0.36,3.0,R001358
"표고버섯, 배지재배, 데친것",100.0,25.0,3.0,8.63,0.34,0.51,2.0,R001359
"표고버섯, 배지재배, 말린것",100.0,178.0,22.42,61.81,2.14,2.27,12.0,R001360
"표고버섯, 배지재배, 말린것(자연건조)",100.0,174.0,23.56,58.78,1.99,0.19,16.0,R001361
"표고버섯, 배지재배, 말린것, 삶은것",100.0,29.0,3.2,10.55,0.36,0.55,2.0,R001362
"표고버섯, 배지재배, 갓, 생것",100.0,26.0,4.44,8.03,0.32,0.4,2.0,R001363
"표고버섯, 배지재배, 갓, 데친것",100.0,21.0,4.71,4.98,0.3,0.96,3.0,R001364
"표고버섯, 배지재배, 갓, 말린것",100.0,183.0,31.84,53.29,2.93,3.3,9.0,R001365
"표고버섯, 배지재배, 갓, 말린것, 삶은것",100.0,24.0,4.06,6.8,0.43,0.82,2.0,R001366
"표고버섯, 배지재배, 대, 생것",100.0,39.0,4.59,14.02,0.33,0.66,2.0,R001367
"표고버섯, 배지재배, 대, 데친것",100.0,32.0,3.25,12.36,0.24,0.88,3.0,R001368
"표고버섯, 배지재배, 대, 말린것",100.0,180.0,21.14,65.35,1.61,4.69,9.0,R001369
"표고버섯, 배지재배, 대, 말린것, 삶은것",100.0,31.0,2.91,11.8,0.34,0.46,2.0,R001370
"표고버섯, 참나무재배, 생것",100.0,18.0,2.0,6.1,0.3,0.0,5.0,R001371
"표고버섯, 참나무재배, 데친것",100.0,18.0,2.4,6.3,0.2,0.0,5.0,R001372
"표고버섯, 참나무재배, 말린것",100.0,178.0,18.1,63.7,3.1,0.0,25.0,R001373
"표고버섯, 참나무재배, 말린것, 삶은것",100.0,35.0,3.0,13.0,0.7,0.0,6.0,R001374
"표고버섯, 가루",100.0,186.0,18.84,68.25,2.54,4.61,20.0,R001375
"풀버섯, 생것",100.0,15.0,2.7,4.6,0.1,0.0,4.0,R001376
가다랑어,100.0,-,0.0,-,0.0,-,-,N000001
가다랑어,100.0,127,25.9,0.3,1.8,-,-,N000001
가다랑어,100.0,-,24.3,-,0.0,-,-,N000001
가다랑어,100.0,-,0.0,-,0.0,-,-,N000001
가다랑어-간,100.0,-,0.0,-,0.0,-,-,N000002
가다랑어-내장,100.0,-,17.7,-,0.0,-,-,N000003
가다랑어-보통육,100.0,-,27.7,-,0.0,-,-,N000006
가다랑어-보통육,100.0,-,0.0,-,0.0,-,-,N000006
가다랑어-알,100.0,-,26.0,-,0.0,-,-,N000007
가다랑어-혈합육,100.0,-,23.5,-,0.0,-,-,N000010
가다랑어-혈합육,100.0,-,0.0,-,0.0,-,-,N000010
가다랑어-혈합육,100.0,-,0.0,-,0.0,-,-,N000010
가라지,100.0,78,14.8,0.7,1.3,-,-,N000011
가래상어,100.0,99,22.2,0.1,0.5,-,-,N000012
가물치,100.0,86,18.2,0.3,0.8,-,-,N000014
가물치,100.0,-,20.0,-,0.0,-,-,N000014
가물치,100.0,-,0.0,-,0.0,-,-,N000014
가물치,100.0,-,0.0,-,0.0,-,-,N000014
가숭어,100.0,-,18.5,-,0.0,-,-,N000015
가시망둑,100.0,101,22.4,0.001,0.7,-,-,N000016
가시베도라치,100.0,85,15.7,0.8,1.6,-,-,N000018
가시베도라치,100.0,-,0.0,-,0.0,-,-,N000018
각시가자미,100.0,84,16.8,0.001,1.4,-,-,N000020
각시돔,100.0,90,20.1,0.001,0.6,-,-,N000021
각시서대,100.0,-,0.0,-,0.0,-,-,N000022
각시서대,100.0,95,18.4,0.2,1.8,-,-,N000022
갈가자미,100.0,90,18.3,0.2,1.3,-,-,N000025
갈전갱이,100.0,111,19.6,0.1,3.0,-,-,N000031
갈전갱이,100.0,-,0.0,-,0.0,-,-,N000031
갈전갱이,100.0,-,0.0,-,0.0,-,-,N000031
갈치,100.0,-,18.2,-,0.0,-,-,N000032
갈치,100.0,-,0.0,-,0.0,-,-,N000032
갈치,100.0,-,0.0,-,0.0,-,-,N000032
갈치,100.0,149,18.5,0.1,7.5,-,-,N000032
갈치,100.0,-,0.0,-,0.0,-,-,N000032
감성돔,100.0,-,0.0,-,0.0,-,-,N000037
감성돔,100.0,-,21.9,-,0.0,-,-,N000037
감성돔,100.0,101,18.8,0.1,2.3,-,-,N000037
강담돔,100.0,93,18.9,0.001,1.4,-,-,N000038
강담돔-양식산,100.0,-,0.0,-,0.0,-,-,N000039
강도다리,100.0,-,0.0,-,0.0,-,-,N000040
강도다리,100.0,-,0.0,-,0.0,-,-,N000040
강도다리-알,100.0,-,0.0,-,0.0,-,-,N000041
강준치,100.0,90,18.7,0.2,1.1,-,-,N000042
개복치,100.0,-,10.5,-,0.0,-,-,N000046
개볼락,100.0,-,21.4,-,0.0,-,-,N000047
개볼락,100.0,88,19.1,0.1,0.7,-,-,N000047
개서대,100.0,85,19.2,0.001,0.4,-,-,N000049
갯장어,100.0,-,18.3,-,0.0,-,-,N000053
갯장어,100.0,170,17.9,0.4,9.9,-,-,N000053
갯장어,100.0,-,0.0,-,0.0,-,-,N000053
검복,100.0,94,21.5,0.1,0.3,-,-,N000057
검복,100.0,-,0.0,-,0.0,-,-,N000057
검복,100.0,-,21.5,-,0.0,-,-,N000057
게르치,100.0,-,0.0,-,0.0,-,-,N000058
게르치,100.0,-,22.8,-,0.0,-,-,N000058
게르치,100.0,158,20.8,0.001,7.5,-,-,N000058
고등어,100.0,139,20.3,0.001,5.7,-,-,N000059
고등어,100.0,146,22.0,0.3,5.5,-,-,N000059
고등어,100.0,175,20.6,0.001,9.4,-,-,N000059
고등어,100.0,246,18.7,0.001,17.8,-,-,N000059
고등어,100.0,-,0.0,-,0.0,-,-,N000059
고등어,100.0,183,20.2,0.001,10.4,-,-,N000059
고등어,100.0,-,20.3,-,0.0,-,-,N000059
고등어,100.0,-,0.0,-,0.0,-,-,N000059
고등어,100.0,-,0.0,-,0.0,-,-,N000059
고등어-대,100.0,-,0.0,-,0.0,-,-,N000060
고등어-보통육,100.0,-,0.0,-,0.0,-,-,N000061
고등어-세,100.0,-,0.0,-,0.0,-,-,N000062
고등어-소,100.0,-,0.0,-,0.0,-,-,N000063
고등어-중,100.0,-,0.0,-,0.0,-,-,N000066
고등어-혈합육,100.0,-,0.0,-,0.0,-,-,N000069
고려홍어,100.0,-,0.0,-,0.0,-,-,N000070
고려홍어,100.0,-,0.0,-,0.0,-,-,N000070
고무꺽정이,100.0,81,16.3,2.2,0.3,-,-,N000072
곱상어,100.0,164,16.2,0.3,10.0,-,-,N000074
광동홍어,100.0,-,23.5,-,0.0,-,-,N000077
광동홍어,100.0,-,0.0,-,0.0,-,-,N000077
광동홍어,100.0,103,23.5,0.1,0.3,-,-,N000077
괴도라치,100.0,74,17.2,0.001,0.1,-,-,N000078
괴도라치,100.0,-,0.0,-,0.0,-,-,N000078
구갈돔,100.0,89,20.4,0.001,0.3,-,-,N000079
국매리복,100.0,91,20.7,0.2,0.3,-,-,N000082
군평선이,100.0,103,18.5,0.2,2.6,-,-,N000084
군평선이,100.0,-,16.1,-,0.0,-,-,N000084
궁제기서대,100.0,91,18.9,0.1,1.2,-,-,N000085
궁제기서대,100.0,-,19.1,-,0.0,-,-,N000085
그물베도라치,100.0,107,22.0,0.7,1.2,-,-,N000086
기름가자미,100.0,83,18.2,0.7,0.4,-,-,N000087
기름가자미-수컷,100.0,-,19.4,-,0.0,-,-,N000089
기름가자미-수컷,100.0,-,16.5,-,0.0,-,-,N000089
기름가자미-수컷,100.0,-,18.6,-,0.0,-,-,N000089
기름가자미-수컷,100.0,-,17.6,-,0.0,-,-,N000089
기름가자미-수컷,100.0,-,18.2,-,0.0,-,-,N000089
기름가자미-수컷,100.0,-,16.9,-,0.0,-,-,N000089
기름가자미-수컷,100.0,-,17.3,-,0.0,-,-,N000089
기름가자미-수컷,100.0,-,17.1,-,0.0,-,-,N000089
기름가자미-수컷,100.0,-,18.8,-,0.0,-,-,N000089
기름가자미-수컷,100.0,-,17.8,-,0.0,-,-,N000089
기름가자미-수컷,100.0,-,17.7,-,0.0,-,-,N000089
기름가자미-수컷,100.0,-,17.4,-,0.0,-,-,N000089
기름가자미-알,100.0,-,0.0,-,0.0,-,-,N000090
기름가자미-암컷,100.0,-,18.8,-,0.0,-,-,N000091
기름가자미-암컷,100.0,-,17.8,-,0.0,-,-,N000091
기름가자미-암컷,100.0,-,17.4,-,0.0,-,-,N000091
기름가자미-암컷,100.0,-,18.9,-,0.0,-,-,N000091
기름가자미-암컷,100.0,-,18.9,-,0.0,-,-,N000091
기름가자미-암컷,100.0,-,19.0,-,0.0,-,-,N000091
기름가자미-암컷,100.0,-,17.9,-,0.0,-,-,N000091
기름가자미-암컷,100.0,-,18.8,-,0.0,-,-,N000091
기름가자미-암컷,100.0,-,19.1,-,0.0,-,-,N000091
기름가자미-암컷,100.0,-,19.0,-,0.0,-,-,N000091
기름가자미-암컷,100.0,-,18.5,-,0.0,-,-,N000091
기름가자미-암컷,100.0,-,18.7,-,0.0,-,-,N000091
기름종개,100.0,107,17.5,0.5,3.3,-,-,N000092
긴꼬리벵에돔,100.0,97,20.1,0.1,1.3,-,-,N000094
까나리,100.0,-,0.0,-,0.0,-,-,N000097
까나리,100.0,-,18.7,-,0.0,-,-,N000097
까나리,100.0,114,16.0,0.3,4.8,-,-,N000097
까치복,100.0,85,19.3,0.5,0.2,-,-,N000099
까치복,100.0,-,16.5,-,0.0,-,-,N000099
까치복,100.0,-,0.0,-,0.0,-,-,N000099
까치상어,100.0,112,24.1,0.9,0.7,-,-,N000100
까칠복,100.0,-,0.0,-,0.0,-,-,N000101
까칠복,100.0,85,19.3,0.1,0.3,-,-,N000101
꺽저기,100.0,92,19.5,0.1,1.0,-,-,N000103
꼬치고기,100.0,-,19.0,-,0.0,-,-,N000106
꼬치고기,100.0,96,20.5,0.7,0.8,-,-,N000106
꼬치고기,100.0,-,0.0,-,0.0,-,-,N000106
꼼치,100.0,70,16.4,0.001,0.1,-,-,N000107
꼼치,100.0,-,0.0,-,0.0,-,-,N000107
꼽새돔,100.0,102,19.0,0.1,2.3,-,-,N000108
꽁지양태,100.0,78,16.5,0.6,0.6,-,-,N000109
꽁치,100.0,142,22.7,0.4,4.7,-,-,N000110
꽁치,100.0,-,20.5,-,0.0,-,-,N000110
꽁치,100.0,-,0.0,-,0.0,-,-,N000110
꽁치,100.0,-,0.0,-,0.0,-,-,N000110
나비가오리,100.0,80,17.3,0.001,0.7,-,-,N000120
날치,100.0,99,22.2,0.1,0.5,-,-,N000126
남방대구,100.0,-,10.6,-,0.0,-,-,N000127
납지리,100.0,86,17.5,0.1,1.2,-,-,N000133
넙치,100.0,-,20.2,-,0.0,-,-,N000135
넙치,100.0,109,20.9,0.3,2.1,-,-,N000135
넙치,100.0,-,0.0,-,0.0,-,-,N000135
넙치-무안부,100.0,-,0.0,-,0.0,-,-,N000136
넙치-무안부,100.0,-,19.9,-,0.0,-,-,N000136
넙치-무안부,100.0,-,0.0,-,0.0,-,-,N000136
넙치-생식소,100.0,-,0.0,-,0.0,-,-,N000137
넙치-양식산,100.0,-,0.0,-,0.0,-,-,N000138
넙치-유안부,100.0,-,0.0,-,0.0,-,-,N000139
넙치-유안부,100.0,-,20.4,-,0.0,-,-,N000139
넙치-유안부,100.0,-,0.0,-,0.0,-,-,N000139
넙치-지느러미,100.0,-,0.0,-,0.0,-,-,N000140
네동가리,100.0,82,19.2,0.1,0.1,-,-,N000141
노랑가오리,100.0,97,21.6,0.001,0.6,-,-,N000142
노랑가오리,100.0,-,0.0,-,0.0,-,-,N000142
노랑가오리,100.0,-,0.0,-,0.0,-,-,N000142
노랑가오리-간,100.0,-,0.0,-,0.0,-,-,N000143
노랑가자미-양식산,100.0,-,0.0,-,0.0,-,-,N000144
노랑가자미-자연산,100.0,-,0.0,-,0.0,-,-,N000145
노랑각시서대,100.0,-,0.0,-,0.0,-,-,N000146
노랑벤자리,100.0,94,17.3,0.2,2.1,-,-,N000147
노랑벤자리,100.0,-,17.6,-,0.0,-,-,N000147
노래미,100.0,89,17.5,0.8,1.3,-,-,N000148
노래미,100.0,-,0.0,-,0.0,-,-,N000148
녹새치,100.0,-,0.0,-,0.0,-,-,N000150
놀래기,100.0,-,20.5,-,0.0,-,-,N000151
놀래기,100.0,107,19.2,0.001,2.8,-,-,N000151
농어,100.0,96,18.2,0.2,1.9,-,-,N000152
농어,100.0,-,20.6,-,0.0,-,-,N000152
농어,100.0,-,0.0,-,0.0,-,-,N000152
농어-양식산,100.0,-,0.0,-,0.0,-,-,N000153
농어-자연산-대,100.0,-,0.0,-,0.0,-,-,N000154
농어-자연산-소,100.0,-,0.0,-,0.0,-,-,N000155
누루시볼락,100.0,149,22.4,0.001,5.8,-,-,N000156
누치,100.0,105,17.3,0.8,3.0,-,-,N000157
누치,100.0,-,0.0,-,0.0,-,-,N000157
눈가자미,100.0,93,19.4,0.3,1.1,-,-,N000158
눈강달이,100.0,-,0.0,-,0.0,-,-,N000159
눈강달이,100.0,109,17.0,0.1,3.9,-,-,N000159
눈강달이,100.0,-,0.0,-,0.0,-,-,N000159
눈다랑어,100.0,-,24.8,-,0.0,-,-,N000161
눈다랑어,100.0,-,0.0,-,0.0,-,-,N000161
눈볼대,100.0,-,16.0,-,0.0,-,-,N000162
눈볼대,100.0,144,22.3,0.001,5.3,-,-,N000162
눈볼대,100.0,-,0.0,-,0.0,-,-,N000162
눈양태,100.0,90,20.1,0.1,0.5,-,-,N000163
눈퉁멸,100.0,-,20.0,-,0.0,-,-,N000164
눈퉁멸,100.0,138,18.5,0.4,6.2,-,-,N000164
능성어,100.0,-,20.1,-,0.0,-,-,N000165
능성어,100.0,93,18.8,0.3,1.3,-,-,N000165
능성어-간,100.0,-,12.9,-,0.0,-,-,N000166
다금바리,100.0,100,19.3,0.1,1.9,-,-,N000167
달강어,100.0,121,19.7,0.1,4.0,-,-,N000171
달강어,100.0,-,0.0,-,0.0,-,-,N000171
달고기,100.0,-,18.8,-,0.0,-,-,N000172
달고기,100.0,97,19.1,0.7,1.4,-,-,N000172
달고기,100.0,-,0.0,-,0.0,-,-,N000172
달고기,100.0,-,0.0,-,0.0,-,-,N000172
달고기,100.0,-,0.0,-,0.0,-,-,N000172
달고기-알,100.0,115,23.4,0.2,1.6,-,-,N000173
대구,100.0,-,16.1,-,0.0,-,-,N000178
대구,100.0,86,19.5,0.3,0.3,-,-,N000178
대구,100.0,-,0.0,-,0.0,-,-,N000178
대구-수컷,100.0,83,18.2,0.4,0.4,-,-,N000180
대구-수컷,100.0,-,0.0,-,0.0,-,-,N000180
대구-수컷,100.0,-,0.0,-,0.0,-,-,N000180
대구-수컷-간,100.0,-,0.0,-,0.0,-,-,N000181
대구-수컷-근육,100.0,-,0.0,-,0.0,-,-,N000182
대구-수컷-내장,100.0,-,0.0,-,0.0,-,-,N000183
대구-알,100.0,-,0.0,-,0.0,-,-,N000184
대구-알,100.0,-,0.0,-,0.0,-,-,N000184
대구-알,100.0,-,0.0,-,0.0,-,-,N000184
대구-암컷,100.0,69,15.4,0.3,0.3,-,-,N000185
대구-암컷,100.0,-,0.0,-,0.0,-,-,N000185
대구-암컷-근육,100.0,-,0.0,-,0.0,-,-,N000186
대구-암컷-내장,100.0,-,0.0,-,0.0,-,-,N000187
대구횟대,100.0,93,19.5,0.5,0.9,-,-,N000190
대두어,100.0,96,17.5,0.5,2.1,-,-,N000191
덕대,100.0,-,15.6,-,0.0,-,-,N000199
덕대-알,100.0,-,22.3,-,0.0,-,-,N000200
도다리,100.0,-,19.9,-,0.0,-,-,N000201
도다리,100.0,78,17.6,0.5,0.2,-,-,N000201
도다리,100.0,-,0.0,-,0.0,-,-,N000201
도다리,100.0,-,0.0,-,0.0,-,-,N000201
도도바리,100.0,95,19.4,0.5,1.2,-,-,N000202
도루묵,100.0,113,16.0,0.5,4.6,-,-,N000203
도루묵,100.0,-,14.9,-,0.0,-,-,N000203
도화돔,100.0,130,21.3,0.001,4.3,-,-,N000204
도화양태,100.0,77,16.9,0.3,0.5,-,-,N000205
도화양태,100.0,-,0.0,-,0.0,-,-,N000205
독가시치,100.0,97,20.3,0.001,1.2,-,-,N000206
독가시치,100.0,-,0.0,-,0.0,-,-,N000206
독돔,100.0,97,20.8,0.2,0.9,-,-,N000207
돌가자미,100.0,-,21.5,-,0.0,-,-,N000208
돌가자미,100.0,90,20.0,0.001,0.6,-,-,N000208
돌고기,100.0,-,0.0,-,0.0,-,-,N000210
돌돔,100.0,-,20.3,-,0.0,-,-,N000211
돌돔,100.0,86,17.8,0.4,1.0,-,-,N000211
돌돔,100.0,-,0.0,-,0.0,-,-,N000211
돌돔-양식산,100.0,-,0.0,-,0.0,-,-,N000212
돌돔-자연산,100.0,-,0.0,-,0.0,-,-,N000213
돔발상어,100.0,85,17.9,0.001,1.0,-,-,N000214
돔발상어-알,100.0,329,25.0,0.5,23.5,-,-,N000215
동갈돗돔,100.0,-,0.0,-,0.0,-,-,N000216
동갈치,100.0,97,19.8,0.001,1.3,-,-,N000217
동갈치,100.0,-,0.0,-,0.0,-,-,N000217
동동갈치,100.0,121,20.0,0.001,3.9,-,-,N000219
동사리,100.0,81,16.9,0.001,1.0,-,-,N000220
동자개,100.0,81,15.7,0.001,1.6,-,-,N000221
동자개,100.0,-,17.0,-,0.0,-,-,N000221
동자개,100.0,-,0.0,-,0.0,-,-,N000221
동자개-알,100.0,-,25.5,-,0.0,-,-,N000222
동자개-양식산,100.0,-,0.0,-,0.0,-,-,N000223
동자개-자연산,100.0,-,0.0,-,0.0,-,-,N000224
돛양태,100.0,81,18.5,0.6,0.1,-,-,N000226
두툽상어,100.0,-,23.4,-,0.0,-,-,N000228
두툽상어,100.0,94,21.4,0.3,0.3,-,-,N000228
두툽상어,100.0,-,0.0,-,0.0,-,-,N000228
두툽상어-간,100.0,-,0.0,-,0.0,-,-,N000229
둑중개,100.0,104,15.0,0.2,4.2,-,-,N000230
드렁허리,100.0,92,17.9,0.001,1.7,-,-,N000233
등가시치,100.0,-,19.8,-,0.0,-,-,N000234
등가시치,100.0,79,18.5,0.001,0.1,-,-,N000234
등가시치,100.0,-,0.0,-,0.0,-,-,N000234
떡붕어,100.0,-,17.7,-,0.0,-,-,N000235
떡붕어,100.0,96,18.1,0.1,2.0,-,-,N000235
떡붕어,100.0,-,0.0,-,0.0,-,-,N000235
떡붕어-알,100.0,-,0.0,-,0.0,-,-,N000236
떡붕어-알,100.0,-,25.7,-,0.0,-,-,N000236
만새기,100.0,66,13.3,0.001,1.1,-,-,N000242
만새기,100.0,-,21.8,-,0.0,-,-,N000242
말쥐치,100.0,-,0.0,-,0.0,-,-,N000247
말쥐치,100.0,80,17.9,0.6,0.2,-,-,N000247
말쥐치,100.0,-,17.9,-,0.0,-,-,N000247
말쥐치,100.0,-,18.4,-,0.0,-,-,N000247
망상어,100.0,-,18.9,-,0.0,-,-,N000250
망상어,100.0,89,18.9,0.2,0.9,-,-,N000250
매리복,100.0,-,19.8,-,0.0,-,-,N000252
매리복,100.0,88,19.8,0.4,0.3,-,-,N000252
매퉁이,100.0,-,0.0,-,0.0,-,-,N000256
매퉁이,100.0,93,20.8,0.1,0.5,-,-,N000256
매퉁이,100.0,-,19.5,-,0.0,-,-,N000256
먹장어,100.0,129,16.9,0.4,6.0,-,-,N000258
먹장어,100.0,-,13.3,-,0.0,-,-,N000258
먹장어,100.0,-,0.0,-,0.0,-,-,N000258
먹장어-껍질,100.0,-,0.0,-,0.0,-,-,N000259
먹장어-전어체,100.0,-,0.0,-,0.0,-,-,N000260
메기,100.0,114,15.1,0.1,5.3,-,-,N000262
메기-자연산,100.0,-,0.0,-,0.0,-,-,N000263
메기-자연산,100.0,-,17.0,-,0.0,-,-,N000263
메기-자연산,100.0,-,0.0,-,0.0,-,-,N000263
멸치,100.0,-,17.5,-,0.0,-,-,N000264
멸치,100.0,127,17.7,0.3,5.4,-,-,N000264
멸치,100.0,-,0.0,-,0.0,-,-,N000264
멸치-근육,100.0,-,0.0,-,0.0,-,-,N000265
멸치-알,100.0,-,24.9,-,0.0,-,-,N000270
멸치-전어체,100.0,-,0.0,-,0.0,-,-,N000277
명태,100.0,-,17.4,-,0.0,-,-,N000279
명태,100.0,-,0.0,-,0.0,-,-,N000279
명태,100.0,80,17.5,0.001,0.7,-,-,N000279
명태,100.0,-,0.0,-,0.0,-,-,N000279
명태,100.0,-,0.0,-,0.0,-,-,N000279
명태-간,100.0,-,0.0,-,0.0,-,-,N000280
명태-간,100.0,-,0.0,-,0.0,-,-,N000280
명태-알,100.0,-,0.0,-,0.0,-,-,N000286
명태-알,100.0,-,0.0,-,0.0,-,-,N000286
모래무지,100.0,77,15.7,0.001,1.1,-,-,N000292
모조리상어,100.0,108,21.7,0.001,1.7,-,-,N000296
목탁가오리,100.0,98,22.2,0.001,0.5,-,-,N000297
몽치다래,100.0,159,24.1,0.5,5.9,-,-,N000298
무늬홍어,100.0,-,0.0,-,0.0,-,-,N000299
무지개송어,100.0,126,21.1,0.1,3.9,-,-,N000300
무지개송어,100.0,-,19.8,-,0.0,-,-,N000300
무지개송어,100.0,-,0.0,-,0.0,-,-,N000300
무지개송어,100.0,-,0.0,-,0.0,-,-,N000300
무지개송어,100.0,-,0.0,-,0.0,-,-,N000300
문절망둑,100.0,-,0.0,-,0.0,-,-,N000301
문절망둑,100.0,-,0.0,-,0.0,-,-,N000301
문절망둑,100.0,90,18.7,0.3,1.1,-,-,N000301
문치가자미,100.0,93,19.9,0.5,0.7,-,-,N000302
문치가자미,100.0,-,0.0,-,0.0,-,-,N000302
물가자미,100.0,-,0.0,-,0.0,-,-,N000303
물메기,100.0,-,0.0,-,0.0,-,-,N000306
물메기,100.0,78,16.4,0.1,0.9,-,-,N000306
물메기-근육,100.0,-,0.0,-,0.0,-,-,N000307
물메기-내장,100.0,-,0.0,-,0.0,-,-,N000308
물메기-내장,100.0,-,0.0,-,0.0,-,-,N000308
물치다래,100.0,168,23.4,0.1,7.3,-,-,N000309
미꾸라지,100.0,-,0.0,-,0.0,-,-,N000310
미꾸라지,100.0,-,0.0,-,0.0,-,-,N000310
미꾸리,100.0,96,16.2,0.2,2.8,-,-,N000311
미꾸리,100.0,-,0.0,-,0.0,-,-,N000311
미꾸리,100.0,-,0.0,-,0.0,-,-,N000311
미꾸리,100.0,-,17.8,-,0.0,-,-,N000311
미꾸리,100.0,-,0.0,-,0.0,-,-,N000311
민달고기,100.0,95,20.3,0.1,1.0,-,-,N000321
민어,100.0,86,18.0,0.5,0.8,-,-,N000323
민어,100.0,-,0.0,-,0.0,-,-,N000323
민어-양식산,100.0,-,19.0,-,0.0,-,-,N000324
민어-자연산,100.0,-,18.3,-,0.0,-,-,N000325
민태,100.0,88,15.2,0.001,2.5,-,-,N000327
밀복,100.0,80,17.3,0.1,0.7,-,-,N000329
밀복,100.0,-,18.4,-,0.0,-,-,N000329
밀복,100.0,-,0.0,-,0.0,-,-,N000329
바다빙어,100.0,92,17.4,0.1,1.9,-,-,N000336
박대,100.0,90,19.2,0.6,0.7,-,-,N000344
반딧불게르치,100.0,-,0.0,-,0.0,-,-,N000345
반지,100.0,-,16.9,-,0.0,-,-,N000346
반지,100.0,128,20.2,0.1,4.5,-,-,N000346
반지,100.0,-,0.0,-,0.0,-,-,N000346
